"ID","DT","YEAR","MONTH_NBR","MONTH","DOMESTIC_FARE_AMT","DOMESTIC_FARE_AMT_PY","DOMESTIC_FARE_VAR","YTD_DOM_FARE_AMT","YTD_DOM_FARE_AMT_PY","YTD_DOM_FARE_VAR","INTERNATIONAL_FARE_AMT","INTERNATIONAL_FARE_AMT_PY","INTERNATIONAL_FARE_VAR","YTD_INTL_FARE_AMT","YTD_INTL_FARE_AMT_PY","YTD_INTL_FARE_VAR","TOTAL_FARE_AMT","TOTAL_FARE_AMT_PY","TOTAL_FARE_VAR","YTD_TOT_FARE_AMT","YTD_TOT_FARE_AMT_PY","YTD_TOT_FARE_VAR","TOT_AIRLINE_FEE_AMT","TOT_AIRLINE_FEE_AMT_PY","TOT_AIRLINE_FEE_VAR","YTD_TOT_AIRLINE_FEE_AMT","YTD_TOT_AIRLINE_FEE_AMT_PY","YTD_TOT_AIRLINE_FEE_VAR","TOT_GOVT_FEE_AMT","TOT_GOVT_FEE_AMT_PY","TOT_GOVT_FEE_VAR","YTD_TOT_GOVT_FEE_AMT","YTD_TOT_GOVT_FEE_AMT_PY","YTD_TOT_GOVT_FEE_VAR","TOT_TAXES_AMT","TOT_TAXES_AMT_PY","TOT_TAXES_VAR","YTD_TOT_TAX_AMT","YTD_TOT_TAX_AMT_PY","YTD_TOT_TAX_VAR","TOT_CREDIT_SALES_AMT","TOT_CREDIT_SALES_AMT_PY","TOT_CREDIT_SALES_VAR","YTD_TOT_CREDIT_SALES_AMT","YTD_TOT_CREDIT_SALES_AMT_PY","YTD_TOT_CREDIT_SALES_VAR","TOT_CASH_SALES_AMT","TOT_CASH_SALES_AMT_PY","TOT_CASH_SALES_VAR","YTD_TOT_CASH_SALES_AMT","YTD_TOT_CASH_SALES_AMT_PY","YTD_TOT_CASH_SALES_VAR","TOT_SALES_AMT","TOT_SALES_AMT_PY","TOT_SALES_VAR","YTD_TOT_SALES_AMT","YTD_TOT_SALES_AMT_PY","YTD_TOT_SALES_VAR","TOT_CANCEL_PENALTY_AMT","TOT_CANCEL_PENALTY_AMT_PY","TOT_CANCEL_PENALTY_VAR","YTD_TOT_CANCEL_PENALTY_AMT","YTD_TOT_CANCEL_PENALTY_AMT_PY","YTD_TOT_CANCEL_PENALTY_VAR","EMD_SALES_AMT","EMD_SALES_AMT_PY","EMD_SALES_VAR","YTD_EMD_SALES_AMT","YTD_EMD_SALES_AMT_PY","YTD_EMD_SALES_VAR","TOT_AVG_DAILY_SALES_AMT","CREDIT_FLT_CNT","CREDIT_FLT_CNT_PY","CREDIT_FLT_VAR","YTD_CREDIT_FLT_CNT","YTD_CREDIT_FLT_CNT_PY","YTD_CREDIT_FLT_VAR","CASH_FLT_CNT","CASH_FLT_CNT_PY","CASH_FLT_VAR","YTD_CASH_FLT_CNT","YTD_CASH_FLT_CNT_PY","YTD_CASH_FLT_VAR","DOM_FLT_CNT","DOM_FLT_CNT_PY","DOM_FLT_VAR","YTD_DOM_FLT_CNT","YTD_DOM_FLT_CNT_PY","YTD_DOM_FLT_VAR","INTL_FLT_CNT","INTL_FLT_CNT_PY","INTL_FLT_VAR","YTD_INTL_FLT_CNT","YTD_INTL_FLT_CNT_PY","YTD_INTL_FLT_VAR","TOT_FLT_CNT","TOT_FLT_CNT_PY","TOT_FLT_VAR","YTD_TOT_FLT_CNT","YTD_TOT_FLT_CNT_PY","YTD_TOT_FLT_VAR","EMD_TRAN_CNT","EMD_TRAN_CNT_PY","EMD_TRAN_VAR","YTD_EMD_TRAN_CNT","YTD_EMD_TRAN_CNT_PY","YTD_EMD_TRAN_VAR","CARR_CNT","RETAIL_LOCATIONS_CNT","STP_LOCATIONS_CNT","VTC_LOCATIONS_CNT","SEG_CNT","DIST_ORIG_DEST_PAIR_CNT","MTHLY_LOGIN_CNT","CORPORATE_TRAN_CNT","CORPORATE_TRAN_CNT_PY","CORPORATE_TRAN_VAR","ONLINE_TRAN_CNT","ONLINE_TRAN_CNT_PY","ONLINE_TRAN_VAR","LEISURE_TRAN_CNT","LEISURE_TRAN_CNT_PY","LEISURE_TRAN_VAR","ALL_TRAN_CNT","ALL_TRAN_CNT_PY","ALL_TRAN_VAR","TYPE","AVG_TKT_PRICE","AVG_TKT_PRICE_PY","AVG_TKT_PRICE_VAR","TKT_CNT","TKT_CNT_PY","TKT_CNT_VAR"
"56","2013-08-01","2013","8","Aug","3068220225.0000","2982046044.0000","0","25317552563.0000","25705103611.0000","-0.0150768132999921","2587993475.0000","2622252259.0000","-0.0130646408568887","23108035915.0000","23019887254.0000","0.00382923947573562","5656213700.0000","5604298302.0000","0.00926349655254307","48425588480.0000","48724990865.0000","-0.00614473968460127","540344900.0000","512231233.5000","0.0548847174115165","4791197464.1000","4414809199.3000","0.08525583956373","725357584.0000","714167416.5000","0.0156688295229722","6251856042.0000","6180740873.8000","0.011505929410737","1265702485.0000","1226398650.0000","0.0320481721012984","11043053505.0000","10595550073.0000","0.0422350353607734","6356343868.0000","6311677544.0000","0.0070767753404102","54170290284.0000","54126747823.0000","0.000804453671267823","670484970.0000","613434405.7000","0.0930018984424238","6128695852.9000","5938744094.5000","0.0319851731910655","7026828838.0000","6925111950.0000","0.0146881218288464","60298986135.0000","60065491917.0000","0.00388732715820671","104912653.0000","94414997.0800","0.111186318325097","830344150.0100","744951157.4400","0.114628981668342","100433.3800","0.0000","0","703649.3200","0.0000","0","14818.0000","18385045","0","0","155879615","0","0","2874595","0","0","24139629","0","0","15283728","0","0","124880918","0","0","5975912","0","0","55138326","0","0","21259640","0","0","180019244","0","0","2947","0","0","29117","0","0","191","13273","397","1627","2200781072","760322","199969","7202873","0","0","6763883","0","0","3603650","0","0","21259640","0","0","M","503.1320","0.0000","0","138916617","130582860","0.0638196850643339"
"57","2013-09-01","2013","9","Sep","3157135936.0000","2892560106.0000","0","28474688499.0000","28597663717.0000","-0.00430018407157144","2547646196.0000","2479173377.0000","0.0276192135795108","25655682111.0000","25499060631.0000","0.00614224509155409","5704782132.0000","5371733483.0000","0.0620002183753166","54130370612.0000","54096724348.0000","0.000621964904631863","543635122.0000","477420683.6000","0.138692018746881","5334832586.1000","4892229882.9000","0.0904705448832334","727616477.0000","683454320.5000","0.064616105532396","6979472519.0000","6864195194.3000","0.0167940044589242","1271251598.0000","1160875004.0000","0.095080515662477","12314305103.0000","11756425077.0000","0.0474532030226964","6468209128.0000","6073503144.0000","0.0649881912697994","60638499412.0000","60200250967.0000","0.00727984415281316","617052942.0000","548393163.7000","0.125201740001195","6745748794.9000","6487137258.2000","0.0398652789985451","7085262071.0000","6621896308.0000","0.069974783875761","67384248206.0000","66687388225.0000","0.0104496517189851","109228341.0000","89287820.9300","0.223328555477157","939572491.0100","834238978.3700","0.126262995821424","74336.6800","0.0000","0","777986.0000","0.0000","0","15447.0000","18589558","0","0","174469173","0","0","2746595","0","0","26886224","0","0","15321456","0","0","140202374","0","0","6014697","0","0","61153023","0","0","21336153","0","0","201355397","0","0","2314","0","0","31431","0","0","192","13253","397","1639","2203134498","763672","190385","7523571","0","0","6633166","0","0","3598583","0","0","21336153","0","0","M","515.2341","0.0000","0","143413926","127979731","0.120598745437276"
"58","2013-10-01","2013","10","Oct","3227940869.0000","3111461276.0000","0","31702629368.0000","31709124993.0000","-0.000204850338867249","2694242384.0000","2640282934.0000","0.0204369953330161","28349924495.0000","28139343565.0000","0.00748350541701771","5922183253.0000","5751744210.0000","0.0296325839218778","60052553865.0000","59848468558.0000","0.00341003390591721","541157790.0000","475851736.0000","0.137240339919659","5875990376.1000","5368081618.9000","0.0946164371666312","750646787.0000","714686860.1000","0.0503156401881636","7730119306.0000","7578882054.4000","0.0199550871110598","1291804577.0000","1190538596.0000","0.0850589651946068","13606109680.0000","12946963673.0000","0.0509112424849545","6719391685.0000","6476747282.0000","0.0374639294132026","67357891097.0000","66676998249.0000","0.0102118101576388","614410037.0000","566384271.5000","0.0847936073027056","7360158831.9000","7053521529.7000","0.0434729377246321","7333801722.0000","7043131554.0000","0.0412700182825522","74718049928.0000","73730519779.0000","0.0133937771218761","119813893.0000","100848747.6000","0.188055338825051","1059386384.0100","935087725.9700","0.13292726937578","108550.5100","0.0000","0","886536.5100","0.0000","0","15521.0000","19300331","0","0","193769504","0","0","2759641","0","0","29645865","0","0","15815441","0","0","156017815","0","0","6244531","0","0","67397554","0","0","22059972","0","0","223415369","0","0","3988","0","0","35419","0","0","192","13204","393","1645","2170945038","767575","203861","7750932","0","0","6921769","0","0","3732224","0","0","22059972","0","0","M","513.8913","0.0000","0","145992233","132684612","0.100295134450105"
"59","2013-11-01","2013","11","Nov","2696380070.0000","2633044898.0000","0","34399009438.0000","34342169891.0000","0.00165509480561087","2271866169.0000","2329418831.0000","-0.0247068759100282","30621790664.0000","30468762396.0000","0.00502246418844009","4968246239.0000","4962463729.0000","0.00116524982665521","65020800104.0000","64810932287.0000","0.00323815457661756","455106395.0000","412127772.2000","0.104284704160008","6331096771.1000","5780209391.1000","0.0953057826673583","634323844.0000","618607360.2000","0.0254062347317024","8364443150.0000","8197489414.6000","0.0203664472079281","1089430239.0000","1030735132.0000","0.056944898041954","14695539919.0000","13977698805.0000","0.0513561727158707","5606435978.0000","5583644232.0000","0.00408187646866538","72964327075.0000","72260642481.0000","0.00973814471944426","546395840.0000","502087454.5000","0.0882483422019062","7906554671.9000","7555608984.2000","0.0464483655035463","6152831818.0000","6085731686.0000","0.0110258117613633","80870881746.0000","79816251465.0000","0.0132132274022223","95155340.0000","92532824.7200","0.0283414592382283","1154541724.0100","1027620550.6900","0.123509765579112","125240.7600","0.0000","0","1011777.2700","0.0000","0","13480.0000","16021126","0","0","209790630","0","0","2340400","0","0","31986265","0","0","12954129","0","0","168971944","0","0","5407397","0","0","72804951","0","0","18361526","0","0","241776895","0","0","4704","0","0","40123","0","0","193","13178","390","1647","2199490403","770433","165702","6014015","0","0","6117124","0","0","3254522","0","0","18361526","0","0","M","522.5485","0.0000","0","132539828","122749709","0.0797567593418898"
"60","2013-12-01","2013","12","Dec","2258869667.0000","2040988298.0000","0","36657879105.0000","36383158189.0000","0.00755077155679846","1998455996.0000","1832556781.0000","0.0905288265662749","32620246660.0000","32301319177.0000","0.00987351263434129","4257325663.0000","3873545079.0000","0.0990773506369203","69278125767.0000","68684477366.0000","0.00864312321744281","400958637.0000","345724336.0000","0.159763994745224","6732055408.1000","6125933727.1000","0.0989435583213428","551299181.0000","493960742.4000","0.116078938422132","8915742331.0000","8691450157.0000","0.0258060703275572","952257818.0000","839685078.4000","0.134065428213283","15647797737.0000","14817383883.4000","0.056043216544475","4778270669.0000","4321697061.0000","0.105646833074032","77742597744.0000","76582339542.0000","0.0151504669214719","512012589.0000","457717136.6000","0.118622284503735","8418567260.9000","8013326120.8000","0.0505709032667628","5290283258.0000","4779414198.0000","0.106889471980432","86161165004.0000","84595665663.0000","0.0185056684492136","80699776.0000","66184040.2100","0.219323808941582","1235241500.0100","1093804590.9000","0.129307291527844","104293.9300","0.0000","0","1116071.2000","0.0000","0","11255.0000","14023473","0","0","223814103","0","0","2303742","0","0","34290007","0","0","11429832","0","0","180401776","0","0","4897383","0","0","77702334","0","0","16327215","0","0","258104110","0","0","3782","0","0","43905","0","0","194","13127","384","1651","2193334485","772965","82875","4909530","0","0","5833677","0","0","2976967","0","0","16327236","0","0","M","506.7790","0.0000","0","120137361","100916552","0.190462403035728"
"61","2014-01-01","2014","1","Jan","3316031447.0000","3244560597.0000","0.022027898035279","3316031447.0000","3244560597.0000","0.022027898035279","2920467488.0000","2870519339.0000","0.017400387561019","2920467488.0000","2870519339.0000","0.017400387561019","6236498935.0000","6115079936.0000","0.0198556683266225","6236498935.0000","6115079936.0000","0.0198556683266225","637804060.0000","578145885.4000","0.103188790418744","637804060.0000","578145885.4000","0.103188790418744","850008502.0000","827671842.8000","0.0269873373056107","850008502.0000","827671842.8000","0.0269873373056107","1487812561.0000","1405817728.0000","0.0583253656337445","1487812561.0000","1405817728.0000","0.0583253656337445","7088969750.0000","6921190605.0000","0.0242413703906367","7088969750.0000","6921190605.0000","0.0242413703906367","751544984.0000","703463474.6000","0.068349688556808","751544984.0000","703463474.6000","0.068349688556808","7840514734.0000","7624654079.0000","0.028310878469166","7840514734.0000","7624654079.0000","0.028310878469166","116203237.0000","103756414.8000","0.119961953427095","116203237.0000","103756414.8000","0.119961953427095","116508.8300","88042.1700","0.323329831602288","116508.8300","88042.1700","0.323329831602288","16746.0000","21065500","21543038","-0.0221666971947039","21065500","21543038","-0.0221666971947039","3199640","2920874","0.095439241815977","3199640","2920874","0.095439241815977","16919028","17262301","-0.0198857035339611","16919028","17262301","-0.0198857035339611","7346112","7201611","0.0200650937686026","7346112","7201611","0.0200650937686026","24265140","24463912","-0.00812511097979751","24265140","24463912","-0.00812511097979751","4379","4519","-0.0309803053772959","4379","4519","-0.0309803053772959","195","13083","367","1653","2182277058","777080","180881","8216758","8291434","-0.00900640347616588","8491606","7537431","0.126591540274133","4399887","4153683","0.0592736614710367","24265141","24463912","-0.00812507010326067","M","493.7069","474.9948","0.0393943260010425","167393706","147824261","0.132383174910646"
"62","2014-02-01","2014","2","Feb","3219229336.0000","3070229475.0000","0.0485305291390312","6535260783.0000","6314790072.0000","0.034913387220515","2895347478.0000","2832900495.0000","0.0220434791515683","5815814966.0000","5703419834.0000","0.0197066208119513","6114576814.0000","5903129971.0000","0.0358194456227059","12351075749.0000","12018209907.0000","0.0276967905017304","663077497.0000","606952693.5000","0.092469815359671","1300881557.0000","1185098578.9000","0.0976990270357669","826237178.0000","779055405.3000","0.060562794865445","1676245680.0000","1606727248.1000","0.0432671021059782","1489314674.0000","1386008099.0000","0.0745353328559446","2977127235.0000","2791825827.0000","0.0663728396692707","6932316364.0000","6628079501.0000","0.045901209083883","14021286114.0000","13549270106.0000","0.0348370062968173","784413548.0000","755715993.5000","0.0379739938638734","1535958532.0000","1459179468.1000","0.0526179716604525","7716729912.0000","7383795494.0000","0.045089875291175","15557244646.0000","15008449573.0000","0.0365657405404003","112838424.0000","94657424.8800","0.192071558496849","229041661.0000","198413839.6800","0.154363331556893","70652.0300","87208.7000","-0.189851127238452","187160.8600","175250.8700","0.0679596626253553","18352.0000","19800006","19525768","0.0140449277078372","40865506","41068806","-0.00495022913497899","3243426","3005264","0.0792482790197467","6443066","5926138","0.0872284783108325","15690863","15531192","0.0102806661587855","32609891","32793493","-0.00559873265101708","7352569","6999840","0.0503910089373471","14698681","14201451","0.0350126194851498","23043432","22531032","0.0227419676116034","47308572","46994944","0.00667365408500114","2366","4593","-0.484868277814065","6745","9112","-0.25976733977173","196","13087","362","1568","2187547704","780708","205173","7440665","7277700","0.0223923767124229","8280574","7097087","0.166756727090988","4379208","3992848","0.0967630122659315","23043432","22531032","0.0227419676116034","M","515.2565","500.0960","0.0303151794855388","153192354","133955736","0.143604287314729"
"63","2014-03-01","2014","3","Mar","3508573949.0000","3269074613.0000","0.0732621198205732","10043834732.0000","9583864685.0000","0.0479942134116223","3221084005.0000","3104262073.0000","0.0376327543399394","9036898971.0000","8807681907.0000","0.0260246755525795","6729657954.0000","6373336687.0000","0.0559081191688501","19080733703.0000","18391546594.0000","0.0374730371628908","742263011.0000","682782658.8000","0.0871146204921747","2043144568.0000","1867881237.7000","0.0938300180774925","893281484.0000","829919299.1000","0.0763474050654234","2569527164.0000","2436646547.2000","0.0545342191516024","1635544496.0000","1512701958.0000","0.0812073636517366","4612671731.0000","4304527785.0000","0.0715860046423187","7589472280.0000","7147856291.0000","0.0617829977298294","21610758394.0000","20697126397.0000","0.0441429394339704","894095840.0000","837806357.8000","0.0671867450944283","2430054372.0000","2296985825.9000","0.057931809852532","8483568120.0000","7985662649.0000","0.0623499254707873","24040812766.0000","22994112222.0000","0.0455203720802298","118365670.0000","99624004.3300","0.188123994774583","347407331.0000","298037844.0100","0.16564838319104","58064.0100","79264.9300","-0.267469106450987","245224.8700","254515.8000","-0.0365043348978727","18199.0000","20986741","20435219","0.0269887981136879","61852247","61504025","0.00566177579434842","3539198","3273649","0.0811171264848492","9982264","9199787","0.0850538170068503","16513936","16072669","0.0274544943344506","49123827","48866162","0.00527287164479993","8012003","7636199","0.0492134895908292","22710684","21837650","0.039978385952701","24525939","23708868","0.034462674472691","71834511","70703812","0.0159920514611009","1648","3691","-0.553508534272555","8393","12803","-0.344450519409513","197","13084","362","1591","2225264841","784377","220133","7759237","7425447","0.0449521759430779","9000244","7681376","0.171696841815841","4748108","4220103","0.125116614452301","24525940","23708868","0.0344627166510016","M","529.9651","513.4451","0.0321748128475664","166397977","145748165","0.141681454445756"
"64","2014-04-01","2014","4","Apr","3452783171.0000","3166069563.0000","0.0905582149396381","13496617903.0000","12749934248.0000","0.0585637259358516","3193502029.0000","3103578408.0000","0.0289741740592751","12230401000.0000","11911260315.0000","0.0267931920351117","6646285200.0000","6269647971.0000","0.0600731062959388","25727018903.0000","24661194565.0000","0.0432186825009951","732102632.0000","688251907.4000","0.0637131900813095","2775247200.0000","2556133145.1000","0.085720908286813","859509379.0000","814412158.8000","0.0553739525039124","3429036543.0000","3251058706.0000","0.0547445780267002","1591612011.0000","1502664066.0000","0.0591934997399479","6204283742.0000","5807191851.0000","0.0683793305247218","7460942908.0000","7034332996.0000","0.060646817863554","29071701302.0000","27731459393.0000","0.048329295981383","895049645.0000","845050450.0000","0.0591671124487301","3325104017.0000","3142036275.9000","0.0582640444046313","8355992553.0000","7879383446.0000","0.060488121978878","32396805319.0000","30873495668.0000","0.0493403684306112","118095318.0000","107071409.0000","0.102958475123831","465502649.0000","405109253.0100","0.149079280567579","66279.6700","90570.5000","-0.268198033576054","311504.5400","345086.3000","-0.0973140921560781","18536.0000","20145870","20193106","-0.0023392141852769","81998117","81697131","0.00368416854197732","3413041","3206489","0.0644168746563609","13395305","12406276","0.0797200545917244","15980611","15911280","0.00435734900020614","65104438","64777442","0.00504799186111733","7578300","7488315","0.0120167220529585","30288984","29325965","0.0328384419745437","23558911","23399595","0.0068084939076937","95393422","94103407","0.0137084834771179","1838","4448","-0.586780575539568","10231","17251","-0.406932931424265","198","13063","361","1603","2220364162","788410","220602","7767571","7680884","0.0112860707179017","8346799","7367751","0.132882883799955","4583342","4101737","0.117414890325733","23558911","23399595","0.0068084939076937","M","541.6132","506.1654","0.0700320488125028","158660245","144341571","0.0991999318062016"
"65","2014-05-01","2014","5","May","3495380555.0000","3304284308.0000","0.0578328706574483","16991998458.0000","16054218556.0000","0.05841330107279","3294808201.0000","3256707527.0000","0.0116991389874968","15525209201.0000","15167967842.0000","0.0235523547202415","6790188756.0000","6560991835.0000","0.0349332733165945","32517207659.0000","31222186400.0000","0.0414775968091716","714813663.0000","664738098.0000","0.0753312697898052","3490060863.0000","3220871243.1000","0.0835766473051908","856458470.0000","819987601.0000","0.0444773420421512","4285495013.0000","4071046307.0000","0.0526765577761334","1571272132.0000","1484725698.0000","0.0582911942027961","7775555874.0000","7291917549.0000","0.066325259679647","7565046092.0000","7280333282.0000","0.0391071121295955","36636747394.0000","35011792675.0000","0.0464116400460777","915586261.0000","876362657.0000","0.0447572744989749","4240690278.0000","4018398932.9000","0.0553183864548701","8480632352.0000","8156695939.0000","0.0397141704708088","40877437671.0000","39030191607.0000","0.0473286445170487","119171464.0000","110978406.0000","0.0738256954240269","584674113.0000","516087659.0100","0.132896907710539","134079.7800","98517.3100","0.360976867923008","445584.3200","443603.6100","0.00446504481782734","18211.0000","19867604","20034463","-0.00832859857536486","101865721","101731594","0.00131843997254186","3349906","3190697","0.0498978749784138","16745211","15596973","0.0736192849727957","15698059","15848962","-0.00952131754748355","80802497","80626404","0.00218406119166619","7519451","7376198","0.0194209808359266","37808435","36702163","0.0301418747445484","23217510","23225160","-0.000329384167859339","118610932","117328567","0.0109296911467435","3221","3732","-0.136923901393355","13452","20983","-0.358909593480437","200","13046","359","1617","2227435385","792801","219504","7448452","7502716","-0.0072325808413913","8445736","7320377","0.153729650808968","4511256","4122458","0.0943121797723591","23217510","23225160","-0.000329384167859339","M","561.4591","529.2914","0.0607750286515141","162573742","148751492","0.0929217570469814"
"66","2014-06-01","2014","6","Jun","3301872214.0000","3006392068.0000","0.0982839693947729","20293870672.0000","19060610624.0000","0.0647020220038046","2823538814.0000","2738634658.0000","0.0310023667275155","18348748015.0000","17906602500.0000","0.0246917590871859","6125411028.0000","5745026726.0000","0.0662110587368571","38642618687.0000","36967213126.0000","0.0453213921019554","586490297.0000","516305987.0000","0.13593549516597","4076551160.0000","3737177230.1000","0.0908102316279282","779728430.0000","717582121.0000","0.0866051524714619","5065223443.0000","4788628428.0000","0.0577608012730112","1366218727.0000","1233888108.0000","0.107246854996029","9141774601.0000","8525805657.0000","0.0722475938088346","6813574243.0000","6342822635.0000","0.0742179996335338","43450321637.0000","41354615310.0000","0.050676479790473","791449498.0000","738433342.0000","0.0717954525948261","5032139776.0000","4756832274.9000","0.0578762262761908","7605023741.0000","7081255977.0000","0.073965376439039","48482461412.0000","46111447584.0000","0.0514192017867317","113393986.0000","102341142.0000","0.108000006488104","698068099.0000","618428801.0100","0.128776825820427","171149.4000","79246.4900","1.15970953413836","616733.7200","522850.1000","0.179561254745863","16879.0000","18277299","17428842","0.0486812032606641","120143020","119160436","0.00824589127888052","3081516","2851322","0.0807323760697669","19826727","18448295","0.0747186664133461","14704372","13958525","0.0534330812173922","95506869","94584929","0.00974721881960709","6654443","6321639","0.0526452079911555","44462878","43023802","0.0334483688819505","21358815","20280164","0.053187489016361","139969747","137608731","0.0171574578360148","4260","2749","0.549654419789014","17712","23732","-0.253665936288556","199","13029","358","1632","2228009912","796324","227450","6611793","6181512","0.0696077270415394","8179400","6815368","0.20014062336766","4135394","3585842","0.153256055342093","21358815","20280164","0.053187489016361","M","566.3065","547.6243","0.0341149945318351","154734530","137569715","0.124771756632628"
"67","2014-07-01","2014","7","Jul","3385810963.0000","3188721714.0000","0.061808231221522","23679681635.0000","22249332338.0000","0.0642872907497131","2674088822.0000","2613439940.0000","0.0232065336844894","21022836837.0000","20520042440.0000","0.0245026002490081","6059899785.0000","5802161654.0000","0.0444210531125612","44702518472.0000","42769374780.0000","0.0451992506774727","556599838.0000","513675334.0000","0.0835634907087051","4633150998.0000","4250852564.1000","0.0899345315169596","803203318.0000","737870030.0000","0.0885430839357983","5868426761.0000","5526498458.0000","0.0618706954500339","1359803156.0000","1251545363.0000","0.0864992961505623","10501577757.0000","9777351020.0000","0.0740718764743705","6814659766.0000","6459331106.0000","0.0550101324996236","50264981403.0000","47813946416.0000","0.0512619260848088","720699740.0000","701378608.0000","0.0275473642617854","5752839516.0000","5458210882.9000","0.0539789757891254","7535359505.0000","7160709713.0000","0.0523202038646864","56017820917.0000","53272157297.0000","0.0515403122252498","115656565.0000","107002696.0000","0.0808752426200551","813724664.0000","725431497.0100","0.121711239936392","340756.7100","80365.8400","3.24006903928336","957490.4300","603215.9400","0.587309562807641","16196.0000","19042893","18334134","0.0386578935225411","139185913","137494570","0.0123011621477125","2928422","2816739","0.0396497510063943","22755149","21265034","0.0700734830708477","15582979","15012261","0.0380167917410975","111089848","109597190","0.0136194915216348","6388336","6138612","0.0406808574967761","50851214","49162414","0.0343514458016647","21971315","21150873","0.0387899828059107","161941062","158759604","0.0200394679744855","4473","2438","0.834700574241181","22185","26170","-0.15227359572029","200","13000","356","1652","2196378139","800727","237702","7180384","6902929","0.040193807585157","8349324","6965382","0.198688600280645","4083138","3598763","0.134594859400299","21971318","21150873","0.0387901246440277","M","545.4035","537.4650","0.0147702641102211","159610236","142755238","0.118069208780977"
"68","2014-08-01","2014","8","Aug","3053480930.0000","3068220225.0000","-0.00480385823674049","26733162565.0000","25317552563.0000","0.0559141725282255","2610488040.0000","2587993475.0000","0.00869189401646385","23633324877.0000","23108035915.0000","0.022731874051616","5663968971.0000","5656213700.0000","0.00137110643468085","50366487443.0000","48425588480.0000","0.0400800284296308","548983829.0000","540344900.0000","0.0159878051962737","5182134827.0000","4791197464.1000","0.0815949177276156","777823598.0000","725357584.0000","0.0723312406974158","6646250359.0000","6251856042.0000","0.063084356765488","1326807426.0000","1265702485.0000","0.048277491530721","11828385183.0000","11043053505.0000","0.0711154462526531","6438838222.0000","6356343868.0000","0.0129782711119996","56703819625.0000","54170290284.0000","0.0467697205925499","661036926.0000","670484970.0000","-0.0140913583789954","6413876442.0000","6128695852.9000","0.0465320185476421","7099875148.0000","7026828838.0000","0.0103953449961634","63117696065.0000","60298986135.0000","0.0467455609235178","109098751.0000","104912653.0000","0.0399007925192779","922823415.0000","830344150.0100","0.11137462097961","432014.2700","100433.3800","3.30150085559204","1389504.7000","703649.3200","0.974711920420814","15264.0000","18315546","18385045","-0.00378019199844221","157501459","155879615","0.0104044650097449","2769917","2874595","-0.036414868877181","25525066","24139629","0.0573926384701273","14876242","15283728","-0.0266614271073131","125966090","124880918","0.00868965425126039","6209221","5975912","0.0390415722319874","57060435","55138326","0.0348597634248091","21085463","21259640","-0.00819284804446359","183026525","180019244","0.0167053306812021","5699","2947","0.93383101459111","27884","29117","-0.0423463955764674","201","12988","348","1668","2227239776","803766","106340","7195032","7202873","-0.00108859339877296","7732288","6763883","0.143172937793276","3877064","3603650","0.07587140815562","21085463","21259640","-0.00819284804446359","M","516.5096","503.1320","0.0265886487045149","153170917","138916617","0.102610474598586"
"69","2014-09-01","2014","9","Sep","3258391760.0000","3157135936.0000","0.0320720507613898","29991554325.0000","28474688499.0000","0.0532706732174882","2736140563.0000","2547646196.0000","0.0739876546813881","26369465440.0000","25655682111.0000","0.027821646912828","5994532323.0000","5704782132.0000","0.0507907548957384","56361019766.0000","54130370612.0000","0.0412088284040955","567900107.0000","543635122.0000","0.044634689735885","5750034934.0000","5334832586.1000","0.0778285618524969","807319607.0000","727616477.0000","0.10954002901174","7453569966.0000","6979472519.0000","0.0679274036410888","1375219714.0000","1271251598.0000","0.0817840592401757","13203604897.0000","12314305103.0000","0.0722168069218416","6839861333.0000","6468209128.0000","0.057458285229395","63543680958.0000","60638499412.0000","0.0479098522254177","650658733.0000","617052942.0000","0.0544617628611841","7064535175.0000","6745748794.9000","0.0472573749471686","7490520065.0000","7085262071.0000","0.0571973188767036","70608216130.0000","67384248206.0000","0.0478445335495029","120768028.0000","109228341.0000","0.10564737040179","1043591443.0000","939572491.0100","0.110708809575921","463747.9000","74336.6800","5.23848011506567","1853252.6000","777986.0000","1.38211561647639","16653.0000","19478189","18589558","0.0478026965460932","176979648","174469173","0.0143892182030346","2808074","2746595","0.0223837151090714","28333140","26886224","0.0538162592114088","15737845","15321456","0.0271768557766312","141703935","140202374","0.010709954169535","6548418","6014697","0.0887361408230539","63608853","61153023","0.040158766967252","22286263","21336153","0.0445305205676019","205312788","201355397","0.0196537617514171","6961","2314","2.00821089023336","34845","31431","0.108618879450224","200","12968","347","1678","2233706915","807101","110754","8003428","7523571","0.0637804840281297","7822883","6633166","0.179358846137727","4069920","3598583","0.130978499036982","22286263","21336153","0.0445305205676019","M","522.3841","515.2341","0.0138771870883546","163278118","143413926","0.138509505694726"
